737426	108.231
737426	81.5829
737427	43.8224
737427	98.5858
737427	116.53
737428	29.0122
737428	69.6862
737429	145.486
737429	44.7688
737429	31.8921
737430	137.88
737430	90.4874
737430	18.1036
737431	87.1574
737431	127.39
737431	52.1232
737432	26.5179
737432	119.255
737433	117.897
737433	1.80829
737433	71.7353
737434	156.265
737434	33.8674
737434	27.0314
737435	136.038
737435	92.1326
737435	23.0143
737436	78.595
737436	123.451
737437	60.9458
737437	31.9449
737437	113.808
737438	104.479
737438	25.4616
737438	86.6183
737439	120.043
737439	47.4843
737440	67.3742
737440	108.745
737440	73.5812
737441	60.3123
737441	94.4104
737441	96.465
737442	50.0685
737442	83.5912
737442	120.924
737443	41.4412
737443	62.4292
737444	146.755
737444	52.0992
737444	30.7194
737445	146.64
737445	93.405
737445	13.0736
737446	101.441
737446	139.713
737446	36.1606
737447	33.5212
737447	148.512
737448	103.798
737448	-11.5328
737448	109.558
737449	165.261
737449	-0.145567
737449	53.4803
737450	172.255
737450	57.4935
737450	23.0393
737451	128.086
737451	112.451
737452	34.2159
737452	74.603
737452	130.18
737453	65.3488
737453	48.8284
737453	119.621
737454	88.0205
737454	49.4683
737454	105.227
737455	94.2918
737455	54.8952
737456	95.425
737456	100.484
737456	62.0882
737457	73.5513
737457	111.048
737457	83.8275
737458	40.9399
737458	104.89
737459	125.936
737459	24.4832
737459	68.632
737460	155.971
737460	52.396
737460	27.0511
737461	135.147
737461	110.294
737461	20.4532
737462	71.624
737462	142.022
737463	71.6414
737463	14.7446
737463	117.164
737464	138.073
737464	12.9996
737464	60.3621
737465	156.39
737465	65.9596
737465	24.4092
737466	116.581
737466	121.986
737467	38.1253
737467	61.0508
737467	135.253
737468	78.496
737468	35.7065
737468	113.931
737469	107.562
737469	46.3204
737469	90.9689
737470	109.671
737470	65.0018
737471	79.9518
737471	106.028
737471	77.919
737472	64.6297
737472	112.44
737472	96.4457
737473	37.4733
737473	109.911
737473	136.086
737474	18.9325
737474	75.7943
737475	175.224
737475	40.9932
737475	27.1066
737476	167.765
737476	105.749
737476	3.11698
737477	105.278
737477	161.21
737478	37.3865
737478	30.2115
737478	160.592
737479	109.059
737479	0.373438
737479	110.279
737480	153.968
737480	33.0025
737480	56.5373
737481	142.057
737481	89.8817
737482	41.2953
737482	101.484
737482	120.853
737483	56.4422
737483	75.2277
737483	119.083
737484	72.025
737484	73.2241
737484	113.289
737485	74.6127
737485	70.6028
737486	116.348
737486	83.1353
737486	57.0554
737487	106.555
737487	110.907
737487	55.716
737488	67.9118
737488	131.488
737488	93.1657
737489	25.9318
737489	109.158
737490	148.93
737490	27.0334
737490	54.2931
737491	163.368
737491	85.5178
737491	14.5844
737492	114.885
737492	147.876
737492	33.9827
737493	44.0545
737493	153.002
737494	101.099
737494	13.4013
737494	103.137
737495	148.603
737495	46.1459
737495	47.3541
737496	136.462
737496	105.814
737497	33.2593
737497	92.1749
737497	139.135
737498	55.8718
737498	62.5015
737498	132.76
737499	81.0528
737499	61.2874
737499	118.747
737500	90.302
737500	65.5977
737501	116.519
737501	98.288
737501	58.4846
737502	105.912
737502	124.833
737502	57.1077
737503	65.94
737503	151.866
737503	91.5118
737504	16.2124
737504	138.712
737505	153.716
737505	4.08287
737505	80.5137
737506	186.845
737506	57.2225
737506	20.3661
737507	154.966
737507	137.277
737507	9.49497
737508	83.9145
737508	172.067
737509	57.5816
737509	33.5911
737509	143.211
737510	113.662
737510	39.4508
737510	90.3019
737511	127.487
737511	78.2232
737511	63.3656
737512	107.374
737512	105.983
737513	67.1801
737513	91.8811
737513	108.891
737514	71.0434
737514	93.9411
737514	111.787
737515	63.6635
737515	91.2252
737516	127.619
737516	67.5514
737516	66.7401
737517	130.609
737517	104.156
737517	43.6841
737518	95.6334
737518	147.265
737518	62.2453
737519	41.464
737519	146.591
737520	121.941
737520	19.0456
737520	92.9126
737521	163.92
737521	60.1932
737521	32.7459
737522	142.431
737522	134.702
737522	18.5593
737523	79.1907
737523	170.581
737524	62.1679
737524	32.1887
737524	142.628
737525	119.181
737525	39.1397
737525	88.1714
737526	137.265
737526	81.534
737526	54.8708
737527	117.726
737527	117.189
737528	54.7635
737528	99.1431
737528	127.612
737529	60.7534
737529	97.3444
737529	130.952
737530	58.4882
737530	93.267
737530	145.029
737531	65.5086
737531	68.0718
737532	149.941
737532	105.56
737532	38.0434
737533	115.967
737533	160.751
737533	43.2946
737534	53.5318
737534	179.609
737535	97.7494
737535	13.0857
737535	136.159
737536	155.649
737536	34.1331
737536	65.2096
737537	160.899
737537	102.689
737537	24.7136
737538	116.109
737538	155.515
737539	40.5805
737539	67.8114
737539	152.45
737540	83.6532
737540	56.7876
737540	116.947
737541	107.673
737541	77.5233
737541	88.46
737542	105.644
737542	96.0795
737543	81.7371
737543	104.95
737543	99.8335
737544	75.8406
737544	114.25
737544	106.222
737545	60.9163
737545	113.221
737545	128.493
737546	58.3131
737546	85.4396
737547	143.585
737547	92.9822
737547	48.892
737548	119.968
737548	148.117
737548	43.8254
737549	66.0676
737549	172.196
737549	87.4629
737550	28.175
737550	135.949
737551	142.455
737551	43.8995
737551	69.5488
737552	152.906
737552	105.748
737552	27.3877
737553	114.934
737553	162.462
737554	36.9479
737554	69.0543
737554	167.747
737555	78.5089
737555	52.6337
737555	136.147
737556	111.554
737556	68.4611
737556	103.441
737557	119.904
737557	88.5384
737558	86.8586
737558	123.403
737558	98.6417
737559	72.4412
737559	135.215
737559	110.133
737560	51.1364
737560	137.746
737560	134.81
737561	42.9161
737561	108.031
737562	158.393
737562	74.6715
737562	57.8734
737563	148.677
737563	137.253
737563	29.8051
737564	100.422
737564	181.879
737564	53.6697
737565	49.5541
737565	168.395
737566	109.506
737566	39.6168
737566	111.876
737567	141.729
737567	77.1496
737567	60.2672
737568	127.896
737568	129.065
737568	47.8668
737569	95.3589
737569	149.203
737570	68.2196
737570	76.5774
737570	135.779
737571	92.2733
737571	81.601
737571	112.856
737572	104.829
737572	91.3192
737573	96.9379
737573	116.36
737573	93.1236
737574	83.2898
737574	132.329
737574	98.9219
737575	64.7908
737575	136.839
737575	118.764
737576	55.7847
737576	111.796
737577	141.599
737577	79.4026
737577	68.0735
737578	137.15
737578	133.195
737578	40.3228
737579	97.5395
737579	178.975
737579	55.6144
737580	51.697
737580	174.286
737581	106.038
737581	38.9769
737581	123.4
737582	146.085
737582	69.2092
737582	66.5897
737583	143.811
737583	122.777
737583	40.7603
737584	116.471
737584	158.418
737585	49.5878
737585	92.8092
737585	159.699
737586	72.8469
737586	86.543
737586	142.292
737587	95.4444
737587	86.5461
737587	124.187
737588	119.607
737588	79.3819
737589	105.43
737589	146.695
737589	78.3524
737590	78.1957
737590	163.793
737590	97.2492
737591	53.8499
737591	148.014
737592	131.204
737592	58.0408
737592	99.967
737593	149.476
737593	99.7692
737593	52.3859
737594	130.412
737594	155.102
737594	40.4271
737595	87.1657
737595	176.713
737596	72.0539
737596	57.4627
737596	149.051
737597	116.115
737597	64.2554
737597	97.8195
737598	132.735
737598	101.94
737598	61.6635
737599	120.551
737599	137.085
737600	59.0008
737600	100.131
737600	144.6
737601	78.3174
737601	89.2511
737601	130.301
737602	100.392
737602	89.9971
737602	111.278
737603	120.411
737603	88.3089
737604	94.5525
737604	139.787
737604	88.1633
737605	76.0884
737605	153.741
